0.13989,-0.39723,4.34790
-0.41150,0.23084,-16.2164
0.56746,-0.16169,-22.1959
-0.66245,-0.01097,-14.2672
-0.07732,0.71876,34.7988
-0.87096,-0.64672,15.1431
-0.27019,-0.70301,-5.05166
-0.30469,0.32503,-17.5172
0.80579,0.02087,-0.78704
0.78119,-0.07489,-22.7590
-0.40001,0.21324,4.29343
0.34072,-0.55302,-12.4351
0.72697,0.15869,-3.25511
0.26902,0.12517,-6.95634
0.01704,0.03261,0.12626
-0.24900,0.05929,3.72581
0.05169,0.81952,3.90516
0.49920,-0.13780,3.23298
0.10173,0.43163,-8.83005
0.41889,-0.78272,13.7555
-1.21330,0.33240,8.09598
0.28167,-0.07310,-0.60946
-0.53053,0.44314,10.7090
-0.10823,-0.26294,2.66645
-0.14948,-1.08527,-7.37202
0.07319,-0.16075,-7.88551
0.22893,0.51063,-8.05907
-0.21403,-0.73407,-8.08300
1.45533,0.64560,11.3415
0.03889,0.08063,9.79990
0.47469,0.24673,24.9504
0.40551,-0.20930,-9.62021
-0.38183,0.35091,-10.2071
-0.04555,0.38884,10.1230
-0.49811,-0.08312,-20.2255
0.05180,0.32715,1.26457
0.65832,0.09365,-0.44894
0.35400,-0.02368,-28.3350
-0.02842,0.07094,0.12291
-0.41951,-0.10158,-15.2168
-0.41501,0.50184,18.7720
0.16881,0.29359,2.54187
0.29174,0.11809,15.9836
0.37736,-0.80579,-12.2800
0.19376,1.02966,-23.0204
0.47912,0.17676,6.85931
0.06950,-0.46966,3.21867
0.21835,0.24361,5.51100
-0.34767,-0.49442,-15.7491
-0.40682,0.81430,-1.98348
-0.32813,0.21843,-8.66697
0.31656,-0.33379,9.26487
-0.07002,-0.02617,17.2403
-0.92603,0.59032,11.7337
-1.21349,-0.84572,-36.9716
-0.06567,-0.44706,1.12304
0.08267,-0.45097,14.9866
0.47817,0.04527,-3.81669
-0.15871,-0.11324,12.6085
0.55777,0.43371,-15.7952
-0.52665,-0.13378,-7.27724
0.03966,-0.41082,9.39640
-0.02429,0.63945,-26.5460
-0.28836,-0.07882,-8.99148
-0.16881,0.06302,2.51976
-0.28088,-0.67611,-4.80886
-0.27336,-0.00321,-0.72546
-0.25195,0.56405,-12.6007
0.17682,-0.01556,4.83469
0.76298,-0.15967,13.7965
0.38413,0.54817,-15.9408
-0.91792,-0.77968,31.9613
0.41076,-0.03076,3.08038
-0.38982,0.56392,18.0271
0.03115,0.13089,-1.63916
0.99690,0.50315,-18.2871
-0.10878,0.25985,31.8166
-0.08663,0.13543,-6.35763
-0.29448,-0.18095,4.74866
0.00072,0.44927,-22.3059
0.34848,0.10908,10.8195
0.58740,-0.36577,-7.82001
-0.56297,-0.21645,-5.46371
1.06209,0.13234,-19.4885
0.35652,0.48255,3.98911
0.75857,-0.03010,50.6039
0.55523,0.28380,6.75823
-0.07470,-0.92569,6.20330
-0.00848,-0.15277,11.1796
-0.32162,-0.10526,-8.06575
-0.25280,-0.53454,22.6673
